chargeback_id,transaction_id,chargeback_date,reason_code,chargeback_amount_inr,chargeback_status,recovery_amount_inr,merchant_response_days
12028,27353,2026-01-08,Product Not Received,784.88,Won,110.05,24
12029,419268,2026-02-18,Fraud,142.54,Lost,36.69,19
12030,515807,2025-09-12,Fraud,1004.94,Partially Recovered,518.04,7
12031,1063562,2025-05-21,Product Not Received,266.71,Partially Recovered,72.94,7
12032,1320472,2025-11-15,Product Not Received,541.65,Won,262.52,14
12033,1499204,2026-01-28,Product Not Received,682.75,Lost,462.79,27
12034,184311,2026-04-06,Processing Error,1777.91,Won,116.25,10
12035,1147215,2025-12-04,Product Not as Described,6540.57,Partially Recovered,1716.78,10
12036,508783,2025-01-28,Fraud,219.75,Partially Recovered,109.02,9
12037,1495369,2026-01-31,Product Not Received,268.7,Lost,160.45,20
12038,954519,2026-04-30,Fraud,2358.16,Partially Recovered,1103.09,17
12039,722882,2025-12-14,Duplicate,4426.84,Won,2337.54,22
12040,570582,2026-04-05,Processing Error,256.96,Open,104.8,14
12041,678536,2026-09-16,Fraud,407.73,Lost,283.42,18
12042,599735,2026-10-04,Fraud,3488.09,Won,782.62,20
12043,24383,2026-12-15,Product Not as Described,266.93,Partially Recovered,116.61,27
12044,1111812,2026-01-25,Fraud,640.82,Lost,50.04,8
12045,100665,2025-11-05,Processing Error,2685.27,Won,82.6,12
12046,637805,2025-05-03,Processing Error,181.27,Partially Recovered,70.37,18
12047,1218118,2025-05-12,Fraud,620.48,Won,284.42,23
12048,1237817,2025-12-24,Product Not as Described,1740.64,Partially Recovered,834.58,24
12049,354111,2025-10-10,Fraud,7870.18,Won,2809.53,4
12050,482320,2026-04-21,Fraud,723.93,Lost,23.05,24
12051,142540,2026-02-19,Processing Error,702.72,Lost,125.34,27
12052,1091418,2026-01-09,Product Not Received,1721.59,Partially Recovered,975.01,28
12053,1292004,2025-06-28,Processing Error,311.12,Open,131.76,2
12054,290368,2027-02-06,Processing Error,2061.17,Lost,654.62,1
12055,1404771,2026-03-02,Fraud,1615.51,Partially Recovered,149.94,19
12056,872472,2025-12-02,Fraud,8759.02,Won,5026.78,1
12057,619145,2025-08-08,Fraud,153.3,Partially Recovered,98.4,21
12058,652113,2026-02-14,Fraud,158.19,Won,71.32,8
12059,152940,2025-10-03,Duplicate,531.36,Partially Recovered,72.37,4
12060,863078,2026-01-22,Product Not as Described,628.41,Partially Recovered,523.1,6
12061,1209381,2026-03-17,Fraud,1485.98,Won,195.04,23
12062,217539,2025-09-13,Product Not as Described,8602.32,Partially Recovered,5701.45,27
12063,467364,2026-09-04,Product Not Received,106.14,Won,33.72,30
12064,920271,2024-12-04,Processing Error,707.73,Lost,189.61,27
12065,1213317,2025-12-25,Processing Error,189.8,Won,23.36,10
12066,1358740,2025-06-14,Processing Error,941.06,Partially Recovered,10.91,3
12067,1076089,2024-06-17,Processing Error,74.57,Won,11.42,11
12068,965797,2025-09-02,Product Not Received,540.18,Lost,44.82,29
12069,1292333,2023-12-31,Duplicate,98.9,Won,6.12,10
12070,1008559,2025-05-27,Processing Error,5652.99,Lost,2375.56,15
12071,196964,2025-10-19,Processing Error,567.37,Won,138.27,15
12072,1253048,2025-02-14,Processing Error,251.84,Partially Recovered,69.09,29
12073,537723,2025-10-31,Fraud,434.68,Partially Recovered,133.43,1
12074,1203347,2025-11-21,Product Not Received,325.26,Won,28.98,24
12075,925785,2025-10-28,Product Not as Described,5481.29,Partially Recovered,532.81,19
12076,286248,2025-03-12,Fraud,99.34,Open,75.39,23
12077,1006222,2024-10-01,Fraud,141.45,Partially Recovered,50.59,17
12078,112116,2025-01-30,Product Not Received,157.35,Partially Recovered,117.86,6
12079,731398,2026-01-26,Duplicate,2486.69,Open,2111.46,12
12080,38246,2024-09-24,Processing Error,1295.92,Partially Recovered,859.73,13
12081,1304358,2025-08-26,Fraud,5165.83,Partially Recovered,288.12,2
12082,1285066,2024-07-05,Product Not Received,213.53,Won,99.19,4
12083,947961,2025-10-22,Fraud,1003.6,Won,705.47,10
12084,405617,2025-11-25,Product Not as Described,2966.41,Won,1386.94,19
12085,1390310,2024-07-19,Fraud,182.65,Won,52.3,25
12086,601189,2026-03-16,Fraud,10440.32,Lost,5365.3,23
12087,1159017,2026-01-22,Product Not Received,1371.67,Won,1.93,8
12088,880461,2026-03-16,Duplicate,565.42,Partially Recovered,341.71,28
12089,730801,2026-03-15,Product Not Received,122.1,Won,21.67,17
12090,89272,2025-02-02,Fraud,799.64,Partially Recovered,453.1,25
12091,1493969,2026-01-01,Duplicate,86.15,Lost,37.12,7
12092,856324,2026-01-20,Processing Error,485.91,Lost,346.72,7
12093,1451508,2026-02-06,Product Not as Described,259.34,Won,110.04,23
12094,299355,2026-02-24,Processing Error,1191.61,Won,662.02,21
12095,1072483,2026-01-05,Product Not Received,1885.48,Lost,308.4,6
12096,493657,2026-01-15,Fraud,2312.47,Partially Recovered,515.56,25
12097,1387563,2024-07-30,Product Not as Described,899.85,Lost,584.79,12
12098,1169374,2025-12-07,Product Not Received,7361.96,Partially Recovered,5478.73,1
12099,1448798,2025-05-17,Fraud,28.28,Won,2.87,21
12100,1285979,2025-10-07,Product Not Received,169.13,Lost,22.96,30
12101,836738,2025-05-22,Fraud,1199.59,Partially Recovered,586.48,14
12102,261851,2026-06-13,Fraud,215.82,Partially Recovered,28.08,21
12103,368283,2024-12-17,Processing Error,233.36,Won,170.21,4
12104,285297,2025-09-03,Product Not as Described,4139.98,Open,341.26,27
12105,1291481,2025-06-02,Processing Error,2084.39,Open,263.54,7
12106,909294,2025-07-21,Fraud,389.95,Lost,314.81,9
12107,278128,2023-05-02,Duplicate,2463.18,Won,1998.9,10
12108,1107333,2025-12-23,Fraud,5765.15,Open,701.23,15
12109,611959,2025-10-24,Product Not as Described,1599.03,Won,403.54,30
12110,1471337,2025-06-12,Product Not Received,7244.04,Won,4603.36,13
12111,1068766,2026-01-23,Product Not as Described,358.88,Lost,13.65,26
12112,266565,2026-02-25,Fraud,211.71,Partially Recovered,19.19,14
12113,1167034,2026-04-14,Product Not as Described,1173.79,Won,489.65,6
12114,930643,2025-12-12,Processing Error,741.81,Open,480.19,24
12115,368302,2025-01-29,Fraud,51.36,Partially Recovered,3.0,22
12116,887086,2025-02-08,Product Not Received,371.73,Won,259.34,22
12117,857242,2024-09-17,Fraud,283.06,Partially Recovered,80.32,26
12118,1296075,2026-02-23,Product Not Received,785.28,Partially Recovered,197.6,29
12119,859896,2026-02-06,Product Not as Described,138.8,Won,103.08,7
12120,1303534,2025-02-01,Product Not Received,872.3,Lost,395.02,19
12121,821324,2026-03-16,Fraud,2082.39,Won,49.02,8
12122,252551,2025-10-04,Duplicate,624.9,Lost,424.98,6
12123,1342679,2026-06-18,Duplicate,898.05,Partially Recovered,69.5,12
12124,1013986,2024-07-11,Fraud,641.01,Won,329.56,13
12125,805630,2026-01-18,Fraud,2753.59,Lost,208.57,12
12126,1338092,2026-02-07,Product Not Received,784.71,Lost,318.7,27
12127,979031,2025-05-03,Product Not as Described,35.18,Partially Recovered,29.05,6
12128,778409,2025-12-31,Product Not as Described,1595.69,Won,454.97,4
12129,190047,2024-04-27,Product Not as Described,2467.75,Partially Recovered,1632.19,13
12130,1104717,2025-06-22,Product Not as Described,1183.43,Partially Recovered,874.04,22
12131,267614,2025-06-01,Duplicate,63.91,Partially Recovered,44.04,9
12132,832175,2026-03-19,Processing Error,7351.66,Won,2128.03,12
12133,402318,2024-11-11,Product Not as Described,942.89,Partially Recovered,717.25,6
12134,866322,2026-01-04,Fraud,3332.96,Won,2232.43,26
12135,1300932,2023-11-12,Processing Error,6203.7,Partially Recovered,3534.2,29
12136,120065,2025-12-08,Product Not as Described,421.41,Lost,175.57,23
12137,516690,2025-09-27,Fraud,2577.49,Open,782.97,29
12138,41107,2024-09-19,Fraud,288.36,Lost,104.28,23
12139,1131559,2025-03-01,Product Not Received,1262.37,Won,310.77,2
12140,667987,2027-01-16,Fraud,689.42,Partially Recovered,479.52,1
12141,1006565,2026-02-14,Product Not as Described,374.16,Won,263.38,7
12142,1286833,2025-11-25,Fraud,117.1,Partially Recovered,64.7,11
12143,512398,2025-05-06,Processing Error,1105.83,Partially Recovered,547.49,7
12144,190156,2026-10-05,Product Not Received,883.45,Won,450.22,22
12145,1414493,2025-07-20,Processing Error,25802.44,Lost,3875.93,25
12146,552407,2026-02-13,Product Not as Described,3491.79,Won,559.88,18
12147,1078613,2025-01-28,Processing Error,138.06,Won,54.24,24
12148,1152425,2026-07-31,Fraud,842.1,Partially Recovered,572.91,27
12149,1222534,2026-01-26,Product Not Received,2299.7,Partially Recovered,1798.76,6
12150,648163,2024-10-08,Fraud,632.58,Partially Recovered,459.82,30
12151,656002,2026-01-06,Processing Error,140.06,Lost,108.99,1
12152,1278163,2026-12-25,Fraud,568.74,Won,315.11,21
12153,773370,2025-09-30,Duplicate,292.23,Partially Recovered,180.55,7
12154,1033894,2024-05-23,Fraud,1372.24,Won,1021.42,25
12155,986858,2025-11-28,Fraud,296.38,Won,92.27,15
12156,1413891,2025-06-01,Fraud,400.16,Open,140.73,26
12157,539581,2025-10-16,Processing Error,274.28,Won,9.91,13
12158,66422,2025-08-23,Fraud,1201.08,Lost,572.3,3
12159,343645,2025-11-23,Fraud,1338.26,Lost,787.93,21
12160,466699,2025-07-30,Fraud,804.24,Partially Recovered,323.22,28
12161,883493,2025-01-17,Duplicate,3222.78,Won,1727.21,15
12162,991753,2026-08-12,Fraud,1463.76,Won,497.23,5
12163,209124,2025-03-03,Fraud,1578.82,Open,166.92,20
12164,819479,2025-04-28,Processing Error,987.61,Partially Recovered,338.35,27
12165,17004,2025-12-01,Product Not Received,854.14,Partially Recovered,410.96,8
12166,735780,2026-01-19,Fraud,176.43,Won,146.44,5
12167,32061,2024-04-12,Duplicate,1313.6,Won,949.3,28
12168,257703,2026-02-08,Product Not Received,5464.15,Won,2938.03,18
12169,1224548,2025-12-21,Fraud,282.47,Won,40.22,7
12170,1096016,2025-09-27,Product Not as Described,931.03,Open,730.47,3
12171,1169930,2024-12-26,Product Not as Described,4193.05,Won,3460.65,20
12172,866671,2026-02-17,Product Not Received,304.54,Partially Recovered,217.31,9
12173,1330346,2026-04-01,Product Not Received,1170.73,Won,465.04,5
12174,946421,2025-08-04,Fraud,736.02,Open,606.99,9
12175,519728,2025-03-27,Fraud,375.6,Lost,276.1,11
12176,124807,2024-10-04,Fraud,15452.22,Won,1407.16,27
12177,1260248,2026-04-13,Product Not as Described,3646.05,Won,1895.34,30
12178,1082618,2026-03-14,Processing Error,153.02,Partially Recovered,104.44,23
12179,547432,2026-01-01,Fraud,90.42,Won,72.92,22
12180,987902,2025-10-25,Fraud,885.78,Open,551.85,15
12181,184693,2026-05-23,Fraud,1389.26,Partially Recovered,304.68,12
12182,384227,2026-03-06,Fraud,4205.58,Partially Recovered,187.09,16
12183,892134,2026-01-31,Duplicate,409.04,Won,27.67,3
12184,1265157,2025-11-11,Product Not as Described,2739.16,Won,941.22,27
12185,317802,2026-03-25,Processing Error,247.58,Won,188.32,6
12186,225433,2026-03-02,Product Not Received,1736.4,Lost,1216.62,21
12187,268141,2025-07-28,Product Not Received,225.3,Open,80.78,3
12188,211142,2024-09-18,Product Not as Described,680.86,Won,350.74,29
12189,630039,2026-01-14,Fraud,6754.79,Won,2491.17,11
12190,1347215,2025-05-10,Product Not Received,1978.6,Open,1272.9,8
12191,121750,2026-03-05,Fraud,1848.69,Open,468.76,11
12192,925857,2026-03-23,Fraud,312.54,Partially Recovered,164.74,1
12193,708427,2026-02-04,Duplicate,239.56,Won,112.87,11
12194,1140653,2026-01-20,Fraud,3664.08,Lost,3053.65,22
12195,756039,2025-11-13,Fraud,1160.72,Partially Recovered,257.96,30
12196,301382,2026-03-27,Product Not as Described,1555.8,Won,1218.35,5
12197,80997,2025-06-01,Product Not as Described,182.9,Won,148.93,1
12198,1213851,2025-12-30,Product Not Received,3405.74,Won,2137.8,18
12199,1483923,2026-01-02,Product Not Received,1633.3,Partially Recovered,1067.56,10
12200,1459124,2025-03-17,Duplicate,8927.37,Won,6980.85,14
12201,695250,2022-09-10,Product Not Received,1273.78,Partially Recovered,273.44,17
12202,505355,2026-08-09,Product Not as Described,264.98,Won,217.51,1
12203,1297106,2026-04-02,Processing Error,15971.69,Won,12763.0,25
12204,853283,2025-08-16,Fraud,591.06,Won,384.73,10
12205,1324069,2026-01-20,Duplicate,4174.79,Won,1319.71,15
12206,389508,2025-05-03,Fraud,956.8,Partially Recovered,535.14,25
12207,478169,2024-10-23,Product Not Received,556.42,Open,69.89,11
12208,77127,2024-08-14,Product Not Received,1612.13,Partially Recovered,153.57,13
12209,1323146,2025-07-04,Fraud,1541.14,Lost,811.91,19
12210,655832,2025-09-26,Product Not as Described,168.77,Partially Recovered,110.51,11
12211,768001,2026-01-21,Fraud,181.34,Open,128.12,10
12212,660298,2026-03-23,Product Not as Described,1276.01,Won,872.85,12
12213,253046,2024-11-17,Duplicate,4670.71,Partially Recovered,2270.92,5
12214,856757,2025-12-03,Product Not Received,451.91,Won,2.06,20
12215,418572,2025-06-27,Fraud,3162.24,Won,1016.94,15
12216,798219,2025-04-09,Duplicate,355.23,Partially Recovered,158.59,11
12217,132462,2024-11-08,Product Not as Described,1052.09,Won,373.27,7
12218,501214,2025-09-06,Product Not Received,454.01,Partially Recovered,318.98,1
12219,441730,2026-02-07,Fraud,4450.7,Won,3114.62,19
12220,554988,2026-02-28,Duplicate,3712.94,Won,3139.86,2
12221,1248004,2026-09-18,Fraud,2463.14,Open,1861.06,10
12222,543121,2026-05-31,Fraud,184.05,Lost,29.92,12
12223,1499841,2023-06-15,Fraud,1182.95,Lost,975.09,6
12224,1243405,2025-10-30,Product Not as Described,1390.46,Partially Recovered,1032.54,12
12225,1169086,2025-09-14,Fraud,148.26,Partially Recovered,22.74,18
12226,834189,2026-03-09,Fraud,501.19,Lost,353.41,16
12227,358271,2025-04-05,Fraud,140.34,Lost,81.29,19
12228,1299712,2026-05-01,Fraud,5502.28,Won,511.58,3
12229,127606,2026-02-07,Processing Error,864.79,Lost,360.24,4
12230,440538,2024-12-25,Fraud,264.88,Partially Recovered,6.76,26
12231,1190641,2026-11-26,Duplicate,667.01,Partially Recovered,200.54,30
12232,443764,2026-01-14,Product Not as Described,117.79,Partially Recovered,92.51,13
12233,513474,2024-06-08,Product Not as Described,3031.97,Won,480.55,5
12234,924116,2024-07-27,Fraud,194.42,Lost,39.51,7
12235,821224,2023-08-07,Duplicate,5509.99,Won,3825.4,11
12236,941761,2025-09-08,Fraud,1607.35,Lost,994.49,3
12237,788056,2024-05-10,Duplicate,1937.24,Lost,1007.93,7
12238,938637,2026-03-19,Product Not as Described,965.19,Partially Recovered,766.6,2
12239,1488408,2025-12-13,Fraud,77.41,Lost,27.24,4
12240,1115493,2025-11-29,Product Not Received,7872.17,Lost,570.53,5
12241,907707,2026-01-22,Product Not as Described,1392.95,Open,582.59,23
12242,147988,2026-01-08,Processing Error,636.53,Partially Recovered,263.61,18
12243,82350,2026-06-06,Product Not Received,191.55,Open,2.27,12
12244,390728,2025-08-31,Fraud,304.5,Won,38.96,20
12245,458567,2026-04-19,Fraud,6221.52,Lost,4588.22,30
12246,1200948,2026-02-07,Duplicate,281.67,Open,207.37,17
12247,1055428,2024-08-15,Duplicate,1615.97,Partially Recovered,849.9,9
12248,30137,2024-06-03,Product Not Received,20041.12,Partially Recovered,3149.59,15
12249,50855,2025-07-24,Fraud,696.45,Won,50.36,7
12250,114620,2026-01-27,Product Not as Described,579.13,Won,217.25,20
12251,437213,2025-11-27,Processing Error,725.72,Lost,72.62,19
12252,1340279,2025-04-25,Duplicate,675.3,Lost,302.73,5
12253,242477,2025-11-30,Fraud,1449.84,Open,368.52,26
12254,901683,2026-01-22,Fraud,395.88,Won,125.53,4
12255,371895,2026-06-27,Fraud,2512.47,Open,938.35,8
12256,814656,2025-08-31,Product Not as Described,1094.03,Lost,657.01,30
12257,577233,2026-02-23,Fraud,1101.32,Partially Recovered,200.81,2
12258,1371963,2026-06-24,Duplicate,326.15,Partially Recovered,229.47,19
12259,494978,2025-09-14,Duplicate,11243.99,Partially Recovered,2560.32,13
12260,195654,2026-01-04,Product Not as Described,117.07,Won,31.4,17
12261,968863,2026-01-05,Product Not Received,1809.18,Lost,1209.22,12
12262,978959,2026-01-03,Product Not Received,240.16,Partially Recovered,148.42,19
12263,1145657,2025-12-22,Product Not as Described,243.03,Partially Recovered,14.99,16
12264,167059,2025-12-03,Product Not Received,365.63,Partially Recovered,94.44,2
12265,1377414,2024-05-31,Fraud,2472.18,Won,697.67,21
12266,1369408,2026-06-20,Fraud,1066.67,Won,181.24,15
12267,484957,2025-06-15,Processing Error,1774.69,Partially Recovered,431.23,19
12268,990054,2024-12-28,Product Not as Described,82.59,Open,10.9,27
12269,1452598,2025-10-21,Fraud,217.34,Won,56.59,7
12270,1155351,2026-02-03,Fraud,1761.03,Open,583.26,30
12271,786079,2025-04-28,Product Not as Described,76.52,Lost,1.72,6
12272,524333,2026-02-15,Product Not Received,2604.65,Lost,734.0,30
12273,1388665,2025-11-24,Product Not as Described,666.14,Lost,307.79,8
12274,1447338,2025-10-17,Fraud,1683.33,Won,600.46,20
12275,912625,2025-09-25,Fraud,1362.48,Won,442.5,29
12276,572378,2025-01-29,Fraud,1673.17,Partially Recovered,95.93,13
12277,1217953,2026-04-17,Product Not as Described,163.98,Partially Recovered,8.8,13
12278,813721,2026-08-16,Fraud,2416.93,Partially Recovered,177.43,8
12279,1368439,2026-03-11,Processing Error,838.46,Won,95.64,20
12280,211701,2025-12-15,Product Not as Described,306.08,Partially Recovered,222.36,1
12281,232763,2026-09-09,Processing Error,382.14,Won,288.67,7
12282,150178,2025-09-03,Product Not as Described,290.87,Partially Recovered,151.78,28
12283,37232,2025-11-21,Product Not as Described,204.7,Open,103.79,25
12284,1415364,2026-04-03,Fraud,552.72,Partially Recovered,439.32,13
12285,1306759,2025-06-03,Processing Error,1611.94,Lost,80.63,18
12286,287589,2025-04-23,Fraud,131.51,Open,14.42,21
12287,153081,2026-03-01,Fraud,2473.86,Won,1994.86,5
12288,742134,2026-05-05,Product Not as Described,167.19,Partially Recovered,102.5,30
12289,353526,2026-07-30,Product Not Received,1013.51,Open,478.22,10
12290,307395,2025-10-04,Fraud,1219.14,Lost,809.95,22
12291,688598,2024-10-10,Product Not as Described,2494.78,Won,680.18,23
12292,1067839,2025-10-19,Fraud,760.34,Partially Recovered,449.45,30
12293,723959,2025-06-02,Fraud,8694.19,Won,963.43,29
12294,1357592,2025-08-23,Fraud,719.31,Partially Recovered,494.07,1
12295,398634,2026-01-19,Processing Error,347.31,Open,260.55,3
12296,219543,2025-06-21,Fraud,3590.47,Won,87.21,11
12297,289872,2025-08-10,Fraud,6532.85,Lost,275.54,22
12298,954472,2025-09-17,Fraud,1009.82,Partially Recovered,735.36,19
12299,1263893,2026-07-31,Processing Error,525.53,Won,150.84,25
12300,529857,2025-08-09,Duplicate,2876.03,Won,1835.03,12
12301,1317540,2024-03-21,Processing Error,1057.77,Won,76.55,13
12302,157651,2026-03-22,Processing Error,7904.58,Won,6424.59,18
12303,1128244,2026-07-21,Product Not as Described,1638.65,Won,1167.74,17
12304,901569,2026-01-12,Product Not as Described,11878.88,Open,1214.82,13
12305,1480632,2025-06-03,Fraud,136.04,Partially Recovered,78.67,12
12306,921639,2026-01-25,Product Not as Described,125.51,Partially Recovered,106.33,19
12307,1333411,2024-12-17,Product Not as Described,959.65,Won,762.5,27
12308,226667,2025-11-24,Fraud,2447.3,Partially Recovered,781.07,9
12309,426157,2026-01-21,Product Not Received,431.17,Partially Recovered,4.79,30
12310,1400302,2025-11-01,Processing Error,3805.25,Partially Recovered,705.43,3
12311,1410056,2024-12-24,Fraud,753.25,Lost,42.27,19
12312,1460145,2026-10-29,Fraud,1583.53,Open,906.94,14
12313,262024,2026-04-24,Fraud,858.7,Won,149.86,25
12314,127457,2026-08-10,Product Not as Described,1083.79,Lost,8.95,8
12315,628813,2026-10-14,Product Not Received,257.43,Won,48.58,23
12316,625875,2025-04-17,Fraud,867.85,Partially Recovered,193.37,28
12317,1383134,2024-08-10,Fraud,1987.28,Won,91.29,15
12318,750815,2025-10-31,Duplicate,453.66,Won,85.28,14
12319,76030,2025-08-19,Duplicate,702.42,Partially Recovered,590.06,18
12320,33143,2026-11-24,Fraud,2227.71,Won,1199.05,7
12321,763680,2024-07-16,Fraud,445.76,Lost,275.47,15
12322,174477,2025-04-04,Product Not Received,451.93,Partially Recovered,66.86,18
12323,418760,2025-04-22,Product Not as Described,3210.85,Won,442.45,17
12324,156373,2025-07-15,Fraud,432.89,Lost,323.34,12
12325,1317900,2026-03-07,Product Not as Described,233.55,Open,106.55,22
12326,1247968,2026-01-02,Product Not as Described,255.13,Won,173.93,15
12327,796895,2025-08-03,Fraud,3468.94,Open,2142.01,22
12328,822931,2025-12-06,Product Not as Described,5993.53,Lost,3243.51,30
12329,1251717,2025-04-22,Duplicate,30.99,Lost,7.97,24
12330,1372040,2025-05-04,Fraud,1771.18,Partially Recovered,1234.59,13
12331,1253375,2024-12-26,Processing Error,641.53,Partially Recovered,325.27,8
12332,1322691,2023-11-11,Fraud,1834.0,Won,1364.79,2
12333,922013,2026-04-22,Processing Error,1959.8,Open,615.97,23
12334,32922,2026-03-21,Fraud,148.23,Won,0.15,13
12335,1214307,2025-06-19,Processing Error,657.57,Lost,37.66,20
12336,1054254,2026-02-18,Product Not Received,670.25,Won,217.34,2
12337,954892,2025-11-24,Fraud,598.93,Lost,506.84,7
12338,1208206,2024-11-30,Fraud,2002.93,Won,1677.97,4
12339,961651,2023-12-23,Fraud,696.27,Lost,540.48,15
12340,609455,2026-01-06,Fraud,4935.78,Partially Recovered,337.6,13
12341,1025255,2026-06-24,Product Not Received,1286.66,Partially Recovered,359.12,18
12342,87741,2026-04-23,Product Not Received,1511.81,Partially Recovered,599.92,6
12343,291178,2025-10-04,Product Not Received,352.81,Won,40.61,22
12344,406072,2024-07-07,Processing Error,4503.76,Won,176.59,8
12345,1379197,2025-10-09,Fraud,4224.07,Partially Recovered,1601.66,3
12346,59703,2024-07-22,Fraud,859.05,Open,358.28,21
12347,1021016,2026-01-26,Fraud,2819.72,Partially Recovered,1155.07,16
12348,1360439,2025-12-16,Duplicate,113.59,Lost,55.93,14
12349,986632,2025-10-13,Processing Error,821.1,Won,55.87,20
12350,1181637,2024-04-16,Processing Error,810.83,Won,169.93,19
12351,5184,2026-01-06,Fraud,689.34,Won,370.69,20
12352,1371365,2026-08-06,Processing Error,1672.2,Won,288.36,9
12353,943893,2026-01-23,Processing Error,3600.89,Open,374.21,30
12354,1333692,2025-05-18,Product Not Received,3372.91,Won,585.48,12
12355,147280,2026-02-14,Product Not as Described,277.64,Partially Recovered,114.76,18
12356,983615,2026-04-04,Product Not Received,1169.58,Won,785.75,5
12357,799434,2024-09-03,Processing Error,1099.9,Lost,559.61,22
12358,862630,2025-06-01,Product Not Received,108.01,Partially Recovered,42.37,3
12359,529674,2025-08-28,Product Not as Described,4412.5,Open,3218.84,5
12360,632147,2024-07-16,Fraud,403.72,Lost,263.53,1
12361,313163,2024-11-07,Fraud,825.78,Open,645.06,25
12362,1377152,2024-11-12,Fraud,2472.32,Lost,1804.94,24
12363,1243377,2026-01-27,Product Not as Described,515.92,Partially Recovered,110.66,13
12364,1440584,2026-04-21,Fraud,324.91,Won,170.84,11
12365,1082828,2026-03-15,Product Not Received,696.4,Won,528.63,9
12366,1449206,2024-11-29,Duplicate,868.46,Partially Recovered,199.75,2
12367,1264655,2024-12-22,Product Not as Described,1311.39,Lost,644.17,9
12368,1142911,2027-01-10,Fraud,1184.41,Partially Recovered,830.03,16
12369,883879,2025-01-02,Product Not as Described,3006.17,Partially Recovered,1226.56,27
12370,1273029,2024-05-04,Fraud,165.83,Won,26.14,14
12371,911473,2025-01-23,Duplicate,1078.65,Partially Recovered,470.72,7
12372,1037322,2025-01-24,Fraud,448.36,Partially Recovered,368.2,9
12373,1401579,2026-01-09,Product Not as Described,3538.25,Open,2595.14,10
12374,730739,2026-07-01,Duplicate,699.72,Partially Recovered,229.52,21
12375,498968,2025-11-26,Product Not Received,5493.01,Won,2080.95,30
12376,544696,2026-03-02,Product Not as Described,3556.06,Lost,2041.1,25
12377,1285137,2026-01-23,Fraud,13826.24,Open,1655.55,10
12378,784496,2025-12-01,Product Not Received,204.66,Lost,97.79,30
12379,432948,2024-11-07,Fraud,3564.08,Lost,2487.98,1
12380,383750,2025-12-11,Fraud,759.77,Lost,447.24,15
12381,1481301,2025-07-22,Processing Error,662.38,Open,145.64,1
12382,246598,2025-07-04,Duplicate,2034.52,Won,978.26,19
12383,1077318,2025-09-16,Fraud,1326.37,Won,672.52,11
12384,847208,2024-12-07,Product Not Received,1995.04,Partially Recovered,10.86,24
12385,1226837,2025-08-03,Fraud,520.29,Lost,27.02,10
12386,444345,2025-08-29,Fraud,10851.22,Lost,626.33,24
12387,633574,2026-11-18,Product Not Received,402.78,Lost,148.82,27
12388,958517,2025-08-11,Processing Error,841.74,Won,195.21,2
12389,601407,2025-05-20,Fraud,1538.27,Won,989.95,26
12390,841948,2026-01-22,Duplicate,1210.43,Lost,282.45,21
12391,1204599,2025-11-27,Fraud,238.81,Partially Recovered,11.65,6
12392,128050,2024-10-22,Product Not as Described,333.21,Partially Recovered,230.16,18
12393,391957,2025-11-02,Product Not Received,142.9,Won,53.38,24
12394,584319,2025-08-07,Product Not Received,10685.05,Lost,4264.31,29
12395,839439,2025-07-17,Product Not as Described,1749.21,Partially Recovered,1411.56,4
12396,696177,2024-09-06,Fraud,468.0,Lost,203.43,23
12397,783612,2026-02-07,Fraud,2427.97,Open,1110.79,21
12398,747724,2026-01-28,Product Not as Described,5040.35,Lost,3306.34,23
12399,1117490,2025-03-28,Product Not Received,231.28,Lost,77.32,14
12400,1198489,2025-12-01,Product Not Received,326.78,Partially Recovered,116.16,14
12401,480212,2025-07-28,Duplicate,446.28,Lost,160.25,26
12402,515842,2026-04-09,Product Not as Described,2091.19,Partially Recovered,488.74,8
12403,169246,2025-08-17,Product Not Received,573.16,Partially Recovered,317.25,8
12404,10357,2025-07-07,Duplicate,1082.92,Won,690.75,1
12405,452675,2023-08-17,Processing Error,2523.9,Won,157.56,1
12406,1178128,2025-08-19,Product Not Received,526.73,Won,114.46,10
12407,58663,2024-04-30,Duplicate,415.94,Lost,114.58,20
12408,50214,2025-12-11,Fraud,3762.43,Won,58.04,12
12409,1374027,2025-06-15,Fraud,2714.15,Won,2024.99,25
12410,906674,2024-08-09,Product Not Received,121.45,Lost,70.99,4
12411,1491367,2025-02-19,Product Not Received,1331.42,Won,773.15,15
12412,1024766,2026-12-06,Fraud,17123.11,Lost,8090.6,29
12413,704522,2024-06-25,Fraud,1830.49,Lost,1103.21,3
12414,97933,2026-02-04,Product Not Received,2534.91,Partially Recovered,2120.38,1
12415,1240384,2025-05-16,Processing Error,353.45,Won,64.93,14
12416,173899,2025-12-29,Fraud,2293.83,Lost,399.25,28
12417,1451064,2023-05-16,Fraud,922.15,Lost,53.51,13
12418,404975,2025-01-04,Duplicate,2666.88,Won,824.97,1
12419,344535,2026-02-11,Fraud,1354.15,Partially Recovered,1095.29,18
12420,723556,2025-06-06,Processing Error,497.39,Partially Recovered,116.79,10
12421,901914,2025-07-12,Fraud,634.71,Partially Recovered,125.53,5
12422,421775,2024-11-27,Processing Error,681.55,Lost,341.69,23
12423,858911,2025-04-20,Processing Error,664.93,Lost,533.72,14
12424,203192,2025-10-07,Fraud,422.64,Lost,213.74,14
12425,1105263,2026-01-27,Duplicate,1580.08,Won,1123.45,4
