merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_tier,onboarding_date,risk_rating,settlement_cycle
521293,Merchant_521293,Utilities,Nashik,Maharashtra,SMB,2024-05-17,Low,T+2
521294,Merchant_521294,Utilities,Surat,Gujarat,SMB,2024-09-11,Low,T+1
521295,Merchant_521295,Insurance,Ahmedabad,Gujarat,Mid-Market,2023-03-24,Medium,T+2
521296,Merchant_521296,Healthcare,Kolkata,West Bengal,SMB,2021-07-11,Medium,T+1
521297,Merchant_521297,Fashion,Indore,Madhya Pradesh,SMB,2020-02-07,Medium,T+2
521298,Merchant_521298,Healthcare,Mumbai,Maharashtra,SMB,2025-05-17,Low,T+2
521299,Merchant_521299,Restaurants,Indore,Madhya Pradesh,Mid-Market,2019-09-29,Low,T+1
521300,Merchant_521300,Travel,Coimbatore,Tamil Nadu,Enterprise,2019-09-22,Low,T+2
521301,Merchant_521301,Travel,Pune,Maharashtra,Mid-Market,2024-08-09,Low,T+1
521302,Merchant_521302,Grocery,Kolkata,West Bengal,SMB,2024-11-11,Low,T+1
521303,Merchant_521303,E-commerce,Pune,Maharashtra,Enterprise,2024-08-04,Low,T+1
521304,Merchant_521304,Insurance,Kolkata,West Bengal,SMB,2021-05-16,Low,T+3
521305,Merchant_521305,Utilities,Nagpur,Maharashtra,SMB,2021-12-21,Low,T+2
521306,Merchant_521306,Grocery,Nagpur,Maharashtra,SMB,2021-02-20,Low,T+2
521307,Merchant_521307,Education,Kochi,Kerala,SMB,2020-01-05,Low,T+1
521308,Merchant_521308,Pharmacy,Chandigarh,Chandigarh,SMB,2025-03-06,Low,T+2
521309,Merchant_521309,Grocery,Mumbai,Maharashtra,Mid-Market,2022-04-05,Low,T+2
521310,Merchant_521310,Electronics,Kochi,Kerala,SMB,2026-05-11,Low,T+2
521311,Merchant_521311,Food Delivery,Jaipur,Rajasthan,SMB,2021-03-28,Medium,T+3
521312,Merchant_521312,Grocery,Vadodara,Gujarat,SMB,2025-09-17,Medium,T+2
521313,Merchant_521313,Grocery,Hyderabad,Telangana,SMB,2025-02-26,Low,T+1
521314,Merchant_521314,Pharmacy,Surat,Gujarat,Mid-Market,2022-05-15,Low,T+1
521315,Merchant_521315,Electronics,Coimbatore,Tamil Nadu,Enterprise,2019-02-04,Low,T+2
521316,Merchant_521316,Grocery,Nashik,Maharashtra,Mid-Market,2020-07-30,Medium,T+1
521317,Merchant_521317,Government,Nagpur,Maharashtra,SMB,2021-08-23,Low,T+2
521318,Merchant_521318,Telecom,Kolkata,West Bengal,Mid-Market,2020-07-16,Low,T+2
521319,Merchant_521319,Insurance,Hyderabad,Telangana,SMB,2024-08-16,Low,T+1
521320,Merchant_521320,Food Delivery,Bengaluru,Karnataka,SMB,2019-02-22,High,T+1
521321,Merchant_521321,Telecom,Hyderabad,Telangana,SMB,2024-10-18,Medium,T+2
521322,Merchant_521322,Entertainment,Jaipur,Rajasthan,SMB,2023-11-02,Low,T+1
521323,Merchant_521323,Travel,Mumbai,Maharashtra,SMB,2025-11-03,Low,T+2
521324,Merchant_521324,Government,Surat,Gujarat,Mid-Market,2025-09-15,Low,T+3
521325,Merchant_521325,Telecom,Visakhapatnam,Andhra Pradesh,SMB,2023-05-20,Low,T+2
521326,Merchant_521326,Insurance,Jaipur,Rajasthan,SMB,2023-07-02,Low,T+1
521327,Merchant_521327,Entertainment,Chennai,Tamil Nadu,Mid-Market,2023-02-08,Medium,T+1
521328,Merchant_521328,Fuel,Nashik,Maharashtra,SMB,2023-08-08,Low,T+1
521329,Merchant_521329,Entertainment,Surat,Gujarat,Mid-Market,2022-01-21,Low,T+1
521330,Merchant_521330,Electronics,Bengaluru,Karnataka,Mid-Market,2025-07-07,High,T+1
521331,Merchant_521331,Telecom,Bengaluru,Karnataka,SMB,2026-01-25,Medium,T+1
521332,Merchant_521332,Food Delivery,Delhi,Delhi,SMB,2025-11-16,Medium,T+1
521333,Merchant_521333,E-commerce,Surat,Gujarat,Mid-Market,2022-01-11,Low,T+1
521334,Merchant_521334,Electronics,Surat,Gujarat,SMB,2019-08-11,Medium,T+3
521335,Merchant_521335,E-commerce,Bhopal,Madhya Pradesh,Mid-Market,2020-07-12,Medium,T+2
521336,Merchant_521336,Healthcare,Coimbatore,Tamil Nadu,Mid-Market,2021-02-26,Low,T+1
521337,Merchant_521337,Education,Mumbai,Maharashtra,SMB,2021-09-27,Low,T+1
521338,Merchant_521338,Insurance,Coimbatore,Tamil Nadu,Enterprise,2019-05-15,Low,T+1
521339,Merchant_521339,Utilities,Kolkata,West Bengal,SMB,2019-06-17,High,T+2
521340,Merchant_521340,Food Delivery,Kolkata,West Bengal,SMB,2022-02-07,Low,T+2
521341,Merchant_521341,Utilities,Nashik,Maharashtra,Mid-Market,2021-02-22,Low,T+2
521342,Merchant_521342,Pharmacy,Nagpur,Maharashtra,SMB,2022-11-03,Low,T+2
521343,Merchant_521343,Entertainment,Coimbatore,Tamil Nadu,SMB,2022-03-16,Low,T+1
521344,Merchant_521344,Food Delivery,Lucknow,Uttar Pradesh,SMB,2022-11-15,Low,T+2
521345,Merchant_521345,Restaurants,Bhopal,Madhya Pradesh,SMB,2023-04-24,Medium,T+1
521346,Merchant_521346,Utilities,Mumbai,Maharashtra,SMB,2019-10-11,Low,T+2
521347,Merchant_521347,Pharmacy,Pune,Maharashtra,SMB,2021-05-05,Low,T+3
521348,Merchant_521348,Healthcare,Lucknow,Uttar Pradesh,SMB,2022-03-14,Low,T+2
521349,Merchant_521349,Travel,Hyderabad,Telangana,SMB,2020-08-19,Medium,T+3
521350,Merchant_521350,Food Delivery,Hyderabad,Telangana,SMB,2019-10-09,Low,T+1
521351,Merchant_521351,Pharmacy,Nagpur,Maharashtra,Mid-Market,2023-08-10,Low,T+1
521352,Merchant_521352,Restaurants,Mumbai,Maharashtra,SMB,2020-03-30,Low,T+2
521353,Merchant_521353,E-commerce,Surat,Gujarat,Enterprise,2023-04-27,Low,T+1
521354,Merchant_521354,Fashion,Ahmedabad,Gujarat,Mid-Market,2026-05-16,Low,T+1
521355,Merchant_521355,Utilities,Delhi,Delhi,SMB,2024-10-30,High,T+1
521356,Merchant_521356,Electronics,Hyderabad,Telangana,SMB,2019-03-01,Medium,T+2
521357,Merchant_521357,Insurance,Chandigarh,Chandigarh,SMB,2021-07-01,Low,T+1
521358,Merchant_521358,Healthcare,Chennai,Tamil Nadu,SMB,2020-05-15,Low,T+2
521359,Merchant_521359,Telecom,Surat,Gujarat,SMB,2023-12-20,Medium,T+1
521360,Merchant_521360,Electronics,Visakhapatnam,Andhra Pradesh,Mid-Market,2023-10-31,Low,T+1
521361,Merchant_521361,Insurance,Bengaluru,Karnataka,SMB,2021-05-05,Medium,T+1
521362,Merchant_521362,Pharmacy,Ahmedabad,Gujarat,Enterprise,2022-07-19,Low,T+2
521363,Merchant_521363,Restaurants,Hyderabad,Telangana,Mid-Market,2021-07-11,Medium,T+1
521364,Merchant_521364,Restaurants,Visakhapatnam,Andhra Pradesh,SMB,2022-12-11,Low,T+1
521365,Merchant_521365,Food Delivery,Delhi,Delhi,Mid-Market,2024-11-15,Medium,T+1
521366,Merchant_521366,Utilities,Visakhapatnam,Andhra Pradesh,Mid-Market,2022-05-26,Low,T+2
521367,Merchant_521367,Entertainment,Indore,Madhya Pradesh,SMB,2022-08-20,High,T+3
521368,Merchant_521368,Grocery,Indore,Madhya Pradesh,Mid-Market,2024-05-13,Medium,T+3
521369,Merchant_521369,Fuel,Kochi,Kerala,Mid-Market,2023-09-26,Medium,T+2
521370,Merchant_521370,Fashion,Bhopal,Madhya Pradesh,SMB,2019-08-04,Low,T+3
521371,Merchant_521371,Insurance,Ahmedabad,Gujarat,Enterprise,2019-04-04,Low,T+1
521372,Merchant_521372,Food Delivery,Visakhapatnam,Andhra Pradesh,SMB,2022-11-17,Low,T+1
521373,Merchant_521373,Travel,Chennai,Tamil Nadu,SMB,2025-03-22,Low,T+2
521374,Merchant_521374,Fuel,Nashik,Maharashtra,SMB,2025-09-07,High,T+2
521375,Merchant_521375,Healthcare,Surat,Gujarat,SMB,2026-06-20,Low,T+2
521376,Merchant_521376,Travel,Nashik,Maharashtra,Mid-Market,2021-09-18,Low,T+1
521377,Merchant_521377,Entertainment,Jaipur,Rajasthan,SMB,2019-12-12,Low,T+1
521378,Merchant_521378,Entertainment,Bhopal,Madhya Pradesh,SMB,2022-08-12,Low,T+1
521379,Merchant_521379,Food Delivery,Pune,Maharashtra,Mid-Market,2022-07-30,Low,T+1
521380,Merchant_521380,E-commerce,Delhi,Delhi,SMB,2021-11-27,Low,T+2
521381,Merchant_521381,Pharmacy,Bhopal,Madhya Pradesh,Mid-Market,2021-06-24,Low,T+2
521382,Merchant_521382,Healthcare,Chandigarh,Chandigarh,SMB,2022-06-22,High,T+2
521383,Merchant_521383,Government,Kochi,Kerala,SMB,2020-03-18,Low,T+2
521384,Merchant_521384,Education,Chandigarh,Chandigarh,SMB,2020-08-08,Low,T+2
521385,Merchant_521385,E-commerce,Mumbai,Maharashtra,Mid-Market,2020-11-01,Low,T+1
521386,Merchant_521386,Education,Surat,Gujarat,SMB,2025-06-11,Low,T+2
521387,Merchant_521387,Telecom,Pune,Maharashtra,Enterprise,2024-06-13,Low,T+2
521388,Merchant_521388,Healthcare,Nashik,Maharashtra,Enterprise,2020-08-12,Low,T+1
521389,Merchant_521389,Insurance,Bengaluru,Karnataka,Mid-Market,2024-07-05,Low,T+2
521390,Merchant_521390,Food Delivery,Surat,Gujarat,SMB,2019-03-06,Low,T+2
521391,Merchant_521391,Healthcare,Hyderabad,Telangana,Mid-Market,2025-06-18,Low,T+3
521392,Merchant_521392,Telecom,Chandigarh,Chandigarh,SMB,2022-01-18,Low,T+1
521393,Merchant_521393,Government,Lucknow,Uttar Pradesh,SMB,2021-12-10,Low,T+1
521394,Merchant_521394,Entertainment,Nashik,Maharashtra,SMB,2024-01-25,Low,T+1
521395,Merchant_521395,Grocery,Visakhapatnam,Andhra Pradesh,SMB,2022-08-14,Low,T+1
521396,Merchant_521396,Fuel,Nashik,Maharashtra,Mid-Market,2025-03-09,Low,T+1
521397,Merchant_521397,Insurance,Indore,Madhya Pradesh,SMB,2022-05-15,Low,T+2
521398,Merchant_521398,Utilities,Indore,Madhya Pradesh,SMB,2025-05-22,Medium,T+1
521399,Merchant_521399,Fuel,Bengaluru,Karnataka,SMB,2021-05-15,Low,T+3
521400,Merchant_521400,E-commerce,Pune,Maharashtra,Mid-Market,2021-05-31,Medium,T+1
521401,Merchant_521401,E-commerce,Jaipur,Rajasthan,SMB,2025-07-28,Low,T+1
521402,Merchant_521402,Telecom,Chennai,Tamil Nadu,SMB,2024-08-17,Low,T+2
521403,Merchant_521403,Food Delivery,Kochi,Kerala,Enterprise,2019-01-22,Medium,T+1
521404,Merchant_521404,Government,Lucknow,Uttar Pradesh,Mid-Market,2020-11-15,Low,T+1
521405,Merchant_521405,E-commerce,Bengaluru,Karnataka,SMB,2021-08-26,Medium,T+1
521406,Merchant_521406,Pharmacy,Indore,Madhya Pradesh,Mid-Market,2019-05-04,Low,T+1
521407,Merchant_521407,Restaurants,Surat,Gujarat,SMB,2023-07-10,Medium,T+1
521408,Merchant_521408,E-commerce,Nashik,Maharashtra,SMB,2019-02-03,Medium,T+1
521409,Merchant_521409,Electronics,Indore,Madhya Pradesh,Enterprise,2024-02-27,Low,T+1
521410,Merchant_521410,Pharmacy,Delhi,Delhi,SMB,2024-04-16,Medium,T+1
521411,Merchant_521411,Fashion,Nashik,Maharashtra,SMB,2025-12-19,Medium,T+1
521412,Merchant_521412,Education,Lucknow,Uttar Pradesh,SMB,2021-08-23,Low,T+2
521413,Merchant_521413,Education,Visakhapatnam,Andhra Pradesh,SMB,2024-07-07,Medium,T+1
521414,Merchant_521414,Telecom,Chennai,Tamil Nadu,Mid-Market,2024-12-28,Low,T+3
521415,Merchant_521415,Food Delivery,Nagpur,Maharashtra,SMB,2021-08-27,Low,T+1
521416,Merchant_521416,Education,Kolkata,West Bengal,Mid-Market,2019-05-31,Medium,T+2
521417,Merchant_521417,Fashion,Kochi,Kerala,SMB,2025-03-02,Low,T+1
521418,Merchant_521418,Government,Vadodara,Gujarat,SMB,2019-03-21,Low,T+2
521419,Merchant_521419,Insurance,Chandigarh,Chandigarh,SMB,2024-03-20,Low,T+2
521420,Merchant_521420,Food Delivery,Lucknow,Uttar Pradesh,Mid-Market,2024-01-14,Low,T+2
521421,Merchant_521421,Grocery,Bengaluru,Karnataka,Mid-Market,2020-09-13,Medium,T+2
521422,Merchant_521422,Education,Kolkata,West Bengal,SMB,2020-05-09,Low,T+2
521423,Merchant_521423,Electronics,Pune,Maharashtra,Mid-Market,2024-09-24,Low,T+1
521424,Merchant_521424,Fashion,Visakhapatnam,Andhra Pradesh,SMB,2023-10-16,Low,T+2
521425,Merchant_521425,Electronics,Bhopal,Madhya Pradesh,SMB,2020-07-05,Low,T+1
521426,Merchant_521426,E-commerce,Hyderabad,Telangana,Mid-Market,2021-10-31,Medium,T+1
521427,Merchant_521427,Food Delivery,Chandigarh,Chandigarh,SMB,2025-03-04,Low,T+3
521428,Merchant_521428,Education,Nashik,Maharashtra,SMB,2020-09-14,Low,T+1
521429,Merchant_521429,Restaurants,Vadodara,Gujarat,SMB,2025-10-06,Medium,T+1
521430,Merchant_521430,Education,Lucknow,Uttar Pradesh,SMB,2020-02-15,Low,T+1
521431,Merchant_521431,Restaurants,Mumbai,Maharashtra,SMB,2024-06-11,Low,T+2
521432,Merchant_521432,Travel,Chandigarh,Chandigarh,Mid-Market,2019-02-21,Medium,T+1
521433,Merchant_521433,E-commerce,Chandigarh,Chandigarh,Mid-Market,2026-03-25,High,T+1
521434,Merchant_521434,Fuel,Pune,Maharashtra,Mid-Market,2025-02-08,Low,T+1
521435,Merchant_521435,Fuel,Nashik,Maharashtra,SMB,2022-04-01,Low,T+1
521436,Merchant_521436,Education,Kochi,Kerala,SMB,2021-02-13,Medium,T+1
521437,Merchant_521437,Education,Kolkata,West Bengal,SMB,2025-01-04,Low,T+3
521438,Merchant_521438,Healthcare,Visakhapatnam,Andhra Pradesh,SMB,2025-06-05,Low,T+1
521439,Merchant_521439,Healthcare,Nashik,Maharashtra,SMB,2019-09-04,Medium,T+2
521440,Merchant_521440,Electronics,Coimbatore,Tamil Nadu,SMB,2022-11-16,Low,T+1
521441,Merchant_521441,Electronics,Hyderabad,Telangana,SMB,2026-01-08,High,T+3
521442,Merchant_521442,Fuel,Vadodara,Gujarat,SMB,2019-09-08,Low,T+1
521443,Merchant_521443,Pharmacy,Bhopal,Madhya Pradesh,SMB,2021-07-30,Medium,T+1
521444,Merchant_521444,Healthcare,Kochi,Kerala,SMB,2020-11-22,Low,T+1
521445,Merchant_521445,Entertainment,Pune,Maharashtra,Enterprise,2026-02-13,Low,T+1
521446,Merchant_521446,Restaurants,Nagpur,Maharashtra,SMB,2020-12-06,Low,T+2
521447,Merchant_521447,Entertainment,Visakhapatnam,Andhra Pradesh,Mid-Market,2025-07-10,Low,T+1
521448,Merchant_521448,Grocery,Hyderabad,Telangana,SMB,2019-05-11,Low,T+1
521449,Merchant_521449,Telecom,Jaipur,Rajasthan,Enterprise,2025-11-29,Low,T+1
521450,Merchant_521450,Grocery,Mumbai,Maharashtra,Mid-Market,2022-05-23,Medium,T+3
521451,Merchant_521451,Government,Pune,Maharashtra,Mid-Market,2024-12-17,Low,T+2
521452,Merchant_521452,Healthcare,Bengaluru,Karnataka,Mid-Market,2024-03-10,Low,T+2
521453,Merchant_521453,Travel,Delhi,Delhi,Mid-Market,2025-08-08,Medium,T+1
521454,Merchant_521454,Grocery,Coimbatore,Tamil Nadu,SMB,2020-12-24,Medium,T+1
521455,Merchant_521455,Utilities,Hyderabad,Telangana,SMB,2022-10-29,Low,T+1
521456,Merchant_521456,Travel,Surat,Gujarat,SMB,2026-01-19,Low,T+1
521457,Merchant_521457,Telecom,Mumbai,Maharashtra,Mid-Market,2022-02-20,Low,T+1
521458,Merchant_521458,Insurance,Pune,Maharashtra,Mid-Market,2021-03-09,Low,T+1
521459,Merchant_521459,Restaurants,Kolkata,West Bengal,Mid-Market,2025-04-23,Low,T+3
521460,Merchant_521460,Restaurants,Vadodara,Gujarat,SMB,2025-07-22,Low,T+3
521461,Merchant_521461,Utilities,Jaipur,Rajasthan,Mid-Market,2025-09-17,Low,T+1
521462,Merchant_521462,Healthcare,Jaipur,Rajasthan,SMB,2024-02-21,Medium,T+1
521463,Merchant_521463,Pharmacy,Surat,Gujarat,SMB,2022-10-13,Low,T+2
521464,Merchant_521464,Entertainment,Indore,Madhya Pradesh,SMB,2021-06-13,Low,T+2
521465,Merchant_521465,E-commerce,Nagpur,Maharashtra,Mid-Market,2019-08-19,Low,T+2
521466,Merchant_521466,Insurance,Lucknow,Uttar Pradesh,SMB,2025-05-04,Medium,T+2
521467,Merchant_521467,Grocery,Bengaluru,Karnataka,Mid-Market,2025-01-01,Low,T+1
521468,Merchant_521468,Travel,Nagpur,Maharashtra,SMB,2019-04-12,Low,T+1
521469,Merchant_521469,Grocery,Kochi,Kerala,SMB,2019-09-14,Low,T+1
521470,Merchant_521470,Travel,Chennai,Tamil Nadu,SMB,2024-08-04,Low,T+1
521471,Merchant_521471,Government,Nashik,Maharashtra,SMB,2019-08-02,Medium,T+1
521472,Merchant_521472,Travel,Bhopal,Madhya Pradesh,SMB,2025-11-01,High,T+3
521473,Merchant_521473,Education,Chennai,Tamil Nadu,SMB,2024-08-06,Medium,T+1
521474,Merchant_521474,Government,Vadodara,Gujarat,Mid-Market,2020-07-14,Low,T+1
521475,Merchant_521475,E-commerce,Bengaluru,Karnataka,Mid-Market,2026-05-26,Low,T+1
521476,Merchant_521476,Telecom,Surat,Gujarat,SMB,2021-01-30,Medium,T+1
521477,Merchant_521477,Food Delivery,Hyderabad,Telangana,Mid-Market,2022-08-22,Low,T+2
521478,Merchant_521478,Government,Ahmedabad,Gujarat,SMB,2023-05-31,Low,T+1
521479,Merchant_521479,Electronics,Kochi,Kerala,SMB,2025-04-18,Medium,T+1
521480,Merchant_521480,Food Delivery,Kochi,Kerala,Mid-Market,2022-10-16,Medium,T+2
521481,Merchant_521481,Entertainment,Kolkata,West Bengal,Mid-Market,2024-01-03,Medium,T+1
521482,Merchant_521482,Travel,Mumbai,Maharashtra,Mid-Market,2021-09-03,Low,T+2
521483,Merchant_521483,Fashion,Bhopal,Madhya Pradesh,SMB,2021-08-12,Low,T+1
521484,Merchant_521484,Travel,Kolkata,West Bengal,Mid-Market,2026-05-03,Low,T+1
521485,Merchant_521485,Restaurants,Bengaluru,Karnataka,Mid-Market,2025-12-08,Low,T+3
521486,Merchant_521486,Food Delivery,Nagpur,Maharashtra,SMB,2022-03-19,Low,T+1
521487,Merchant_521487,Food Delivery,Visakhapatnam,Andhra Pradesh,SMB,2023-03-04,Low,T+2
521488,Merchant_521488,E-commerce,Nashik,Maharashtra,SMB,2021-04-12,Low,T+3
521489,Merchant_521489,Food Delivery,Nagpur,Maharashtra,Mid-Market,2019-09-07,Low,T+1
521490,Merchant_521490,Fashion,Bengaluru,Karnataka,SMB,2021-07-04,Low,T+1
521491,Merchant_521491,Government,Pune,Maharashtra,SMB,2020-12-16,Low,T+1
521492,Merchant_521492,Grocery,Surat,Gujarat,SMB,2023-01-12,Medium,T+1
521493,Merchant_521493,Telecom,Delhi,Delhi,SMB,2025-07-28,Low,T+1
521494,Merchant_521494,E-commerce,Mumbai,Maharashtra,SMB,2021-04-20,Low,T+1
521495,Merchant_521495,Government,Visakhapatnam,Andhra Pradesh,SMB,2025-09-30,Low,T+3
521496,Merchant_521496,Education,Kolkata,West Bengal,SMB,2023-08-07,Low,T+1
521497,Merchant_521497,Entertainment,Jaipur,Rajasthan,Mid-Market,2025-05-27,Low,T+1
521498,Merchant_521498,Insurance,Kochi,Kerala,Mid-Market,2023-12-13,Low,T+1
521499,Merchant_521499,Insurance,Nashik,Maharashtra,SMB,2020-01-02,Low,T+2
521500,Merchant_521500,Fashion,Kolkata,West Bengal,SMB,2019-07-11,Low,T+2
521501,Merchant_521501,Pharmacy,Delhi,Delhi,SMB,2023-01-07,Low,T+1
521502,Merchant_521502,Restaurants,Nashik,Maharashtra,Mid-Market,2025-02-19,Medium,T+1
521503,Merchant_521503,Restaurants,Vadodara,Gujarat,SMB,2022-08-03,Low,T+1
521504,Merchant_521504,Utilities,Nagpur,Maharashtra,Mid-Market,2024-01-17,Low,T+1
521505,Merchant_521505,Pharmacy,Surat,Gujarat,Mid-Market,2021-02-24,Low,T+1
521506,Merchant_521506,Education,Surat,Gujarat,Enterprise,2021-11-20,Medium,T+1
521507,Merchant_521507,Fashion,Surat,Gujarat,SMB,2019-08-17,Low,T+1
521508,Merchant_521508,Food Delivery,Chandigarh,Chandigarh,SMB,2019-05-19,Low,T+1
521509,Merchant_521509,Fuel,Chennai,Tamil Nadu,SMB,2024-10-15,Low,T+2
521510,Merchant_521510,Fuel,Jaipur,Rajasthan,SMB,2021-09-12,High,T+1
521511,Merchant_521511,Education,Indore,Madhya Pradesh,SMB,2020-11-01,Low,T+1
521512,Merchant_521512,E-commerce,Chandigarh,Chandigarh,Mid-Market,2019-12-20,Low,T+1
521513,Merchant_521513,Grocery,Lucknow,Uttar Pradesh,Enterprise,2024-02-09,Low,T+2
521514,Merchant_521514,Grocery,Kochi,Kerala,Mid-Market,2024-03-30,High,T+2
521515,Merchant_521515,Entertainment,Indore,Madhya Pradesh,Mid-Market,2020-03-13,Medium,T+1
521516,Merchant_521516,E-commerce,Kochi,Kerala,Mid-Market,2019-08-16,Low,T+1
521517,Merchant_521517,Restaurants,Visakhapatnam,Andhra Pradesh,SMB,2023-02-20,Low,T+3
521518,Merchant_521518,Restaurants,Surat,Gujarat,Mid-Market,2020-06-06,Low,T+1
521519,Merchant_521519,Telecom,Delhi,Delhi,SMB,2024-02-20,Medium,T+1
521520,Merchant_521520,Healthcare,Coimbatore,Tamil Nadu,SMB,2020-07-04,Low,T+1
521521,Merchant_521521,Grocery,Jaipur,Rajasthan,Mid-Market,2026-01-30,Low,T+1
521522,Merchant_521522,Food Delivery,Chennai,Tamil Nadu,SMB,2025-04-08,Low,T+1
521523,Merchant_521523,Utilities,Pune,Maharashtra,Mid-Market,2019-03-28,Low,T+1
521524,Merchant_521524,Pharmacy,Ahmedabad,Gujarat,Enterprise,2021-07-04,Medium,T+1
521525,Merchant_521525,Insurance,Lucknow,Uttar Pradesh,SMB,2022-10-19,Medium,T+1
521526,Merchant_521526,Electronics,Pune,Maharashtra,SMB,2021-06-20,Low,T+1
521527,Merchant_521527,Pharmacy,Surat,Gujarat,SMB,2019-04-02,Medium,T+1
521528,Merchant_521528,Restaurants,Bhopal,Madhya Pradesh,SMB,2023-11-06,Medium,T+1
521529,Merchant_521529,Fuel,Vadodara,Gujarat,SMB,2020-12-23,Low,T+2
521530,Merchant_521530,E-commerce,Kolkata,West Bengal,Enterprise,2021-03-20,Low,T+2
521531,Merchant_521531,Telecom,Kolkata,West Bengal,SMB,2020-12-12,Low,T+1
521532,Merchant_521532,Utilities,Ahmedabad,Gujarat,Mid-Market,2023-05-12,Medium,T+1
521533,Merchant_521533,Electronics,Delhi,Delhi,SMB,2019-11-23,Medium,T+1
521534,Merchant_521534,Healthcare,Delhi,Delhi,SMB,2026-06-20,Low,T+1
521535,Merchant_521535,Education,Ahmedabad,Gujarat,SMB,2026-04-30,Low,T+2
521536,Merchant_521536,Electronics,Coimbatore,Tamil Nadu,SMB,2020-08-12,Medium,T+1
521537,Merchant_521537,Utilities,Surat,Gujarat,SMB,2021-03-29,Low,T+1
521538,Merchant_521538,Travel,Visakhapatnam,Andhra Pradesh,Mid-Market,2019-11-01,Low,T+1
521539,Merchant_521539,Electronics,Bengaluru,Karnataka,SMB,2022-11-28,Low,T+1
521540,Merchant_521540,Government,Ahmedabad,Gujarat,SMB,2024-12-03,Low,T+2
521541,Merchant_521541,Government,Bengaluru,Karnataka,SMB,2022-11-25,Low,T+1
521542,Merchant_521542,Grocery,Surat,Gujarat,SMB,2026-01-20,Low,T+1
521543,Merchant_521543,Fuel,Indore,Madhya Pradesh,SMB,2021-10-29,Low,T+1
521544,Merchant_521544,Food Delivery,Kochi,Kerala,SMB,2024-11-21,Medium,T+1
521545,Merchant_521545,Healthcare,Coimbatore,Tamil Nadu,SMB,2023-04-08,Low,T+1
521546,Merchant_521546,Fuel,Kochi,Kerala,SMB,2023-05-16,Low,T+1
521547,Merchant_521547,Fuel,Nagpur,Maharashtra,Enterprise,2023-10-27,Low,T+1
521548,Merchant_521548,Healthcare,Kochi,Kerala,Enterprise,2022-10-30,Low,T+1
521549,Merchant_521549,E-commerce,Chennai,Tamil Nadu,SMB,2024-11-03,Low,T+1
521550,Merchant_521550,Electronics,Ahmedabad,Gujarat,SMB,2025-01-29,Medium,T+3
521551,Merchant_521551,E-commerce,Nagpur,Maharashtra,Mid-Market,2019-07-22,High,T+2
521552,Merchant_521552,Grocery,Coimbatore,Tamil Nadu,SMB,2023-12-24,Medium,T+1
521553,Merchant_521553,Pharmacy,Bhopal,Madhya Pradesh,SMB,2021-05-06,Low,T+1
521554,Merchant_521554,Fuel,Nashik,Maharashtra,SMB,2020-02-23,Low,T+1
521555,Merchant_521555,Healthcare,Nashik,Maharashtra,Mid-Market,2024-03-25,Low,T+2
521556,Merchant_521556,Education,Kochi,Kerala,SMB,2026-05-18,Low,T+1
521557,Merchant_521557,Healthcare,Visakhapatnam,Andhra Pradesh,SMB,2024-02-23,Low,T+1
521558,Merchant_521558,Government,Visakhapatnam,Andhra Pradesh,SMB,2020-01-19,Low,T+2
521559,Merchant_521559,Telecom,Kochi,Kerala,SMB,2022-01-03,Low,T+1
521560,Merchant_521560,Travel,Jaipur,Rajasthan,SMB,2026-01-13,Low,T+1
521561,Merchant_521561,Telecom,Hyderabad,Telangana,Mid-Market,2026-05-30,Medium,T+1
521562,Merchant_521562,Grocery,Nagpur,Maharashtra,SMB,2019-11-24,Low,T+1
521563,Merchant_521563,Fashion,Nashik,Maharashtra,SMB,2022-11-10,Medium,T+1
521564,Merchant_521564,Healthcare,Delhi,Delhi,Mid-Market,2024-08-08,High,T+3
521565,Merchant_521565,Electronics,Mumbai,Maharashtra,SMB,2023-08-06,Low,T+1
521566,Merchant_521566,Telecom,Coimbatore,Tamil Nadu,SMB,2024-10-22,Low,T+1
521567,Merchant_521567,Entertainment,Nagpur,Maharashtra,SMB,2019-03-09,Low,T+2
521568,Merchant_521568,Government,Nagpur,Maharashtra,SMB,2021-04-14,Low,T+2
521569,Merchant_521569,Restaurants,Coimbatore,Tamil Nadu,SMB,2020-11-26,Low,T+3
521570,Merchant_521570,Fashion,Lucknow,Uttar Pradesh,Enterprise,2026-02-06,Low,T+2
521571,Merchant_521571,Entertainment,Chennai,Tamil Nadu,SMB,2022-12-23,Low,T+1
521572,Merchant_521572,Government,Visakhapatnam,Andhra Pradesh,SMB,2019-07-08,Low,T+2
521573,Merchant_521573,Fashion,Pune,Maharashtra,SMB,2023-08-13,Medium,T+1
521574,Merchant_521574,Grocery,Nashik,Maharashtra,Mid-Market,2019-12-27,Low,T+1
521575,Merchant_521575,Fashion,Nagpur,Maharashtra,SMB,2020-04-17,Low,T+1
521576,Merchant_521576,Fashion,Indore,Madhya Pradesh,Mid-Market,2019-08-30,Low,T+1
521577,Merchant_521577,Grocery,Hyderabad,Telangana,SMB,2019-07-20,Low,T+2
521578,Merchant_521578,Education,Bhopal,Madhya Pradesh,SMB,2024-01-20,Low,T+2
521579,Merchant_521579,Government,Delhi,Delhi,SMB,2023-09-20,Low,T+1
